name,mbid
Release The Long Ships,f4ef9b62-9e57-4b9f-a116-8ce5fc1d01f0
Melange,b7201b50-d850-43d2-bd2d-a9379f5ef167
ZAIRE,19675
Talons',5a83425a-78ee-475c-8106-e18a4590db3d
Jon Luc Hefferman,20973
Paint Fumes,34ccfcd0-9c90-403f-8197-b1f6b40c9e4f
CURD,cff80d45-7de3-406a-842a-f031bff51af1
Axletree,23109
Soulbringer,ddd9ecd4-7186-4add-9e1f-47f814fe1afa
Abishai,23858
Eyes Behind,2e40e7d7-511a-48fb-84a8-6c55c00acb68
Cancelled,5977
Sputnik Booster,5eb50fd9-2e7e-4baf-bd4f-552383f9d574
New Carrollton,e220b4e8-a139-43c4-86c2-4511f0c56dd1
Fast Lady,b19f0b77-4f7b-4d2c-b5e0-35d51fdbdd4c
The Pop Winds,60c8df0e-50e7-443d-a23a-68e9664c1d46
The Laureates,a8803224-beb7-4f98-9c63-786bd20e9b0b
Logan Whitehurst & the Junior Science Club,47d4a697-676c-4711-855e-483256c3668c
Vasily K.,ba9ce7a9-277a-4df4-88f8-3f1aa5ec6f52
Charles Ray Experience,8486
MaCu,7603
Ion,8170
The Girls At Dawn,8191272d-d07c-4b56-9a06-692daca02688
The Threshold People,c402f8c8-0611-454c-9ef3-5101570493ff
Scabeater,99ce0e98-1ee7-4757-b5af-b814569904cd
G.G. Allin's Dick,81e46da1-fdfb-458e-86a9-d92456b32971
The KrestArians,8332
Mt. Gigantic,3b87a8b4-51a0-42f2-bba3-aec57eb409dd
Coolzey,ecf72b9c-57c4-419a-9f49-3d1e63d0711c
Les Petits Chanteurs de Montigny,9883
Alligator Crystal Moth,db31c649-e9ae-4dca-b841-465d50dd3347
Mockinpott,2b877817-739e-4f78-84f8-2c4965c46c5c
Krasius,32874233-c7b9-42fe-9011-4fd3a12f6875
Cycle~ 440,340ca3fb-19d4-46a1-83dc-565f7fd9e30f
C. Strøm,fe0650c9-ecb6-41c8-a41a-cc63854e868e
Luciano Foglia,959e390a-deae-4646-8e3e-b16562a4f288
Tone Poets,50c30c1a-5759-4952-b1f3-f596aae185bf
Acid Police Noise Ensemble,52a5b65f-a892-4ebb-b42e-bb8c906bebde
Buildings and Mountains,c37dc0a3-b51c-4564-a090-49975418567c
Krayb David,beca00ff-459e-4e4f-9c01-e61c1b66cb98
Behold! The Living Corpse,2c5be953-307c-4258-82b8-15d0ff1028ca
Milisi Kecoa,21b3b7fc-0a58-41b9-83d9-206c718cf8ed
TIGERBERRY,3c1688d3-8df2-4baf-bbbf-44ad9d0778e1
Pranavibes,19685
Ari de Niro,23404
Electrician,3ce47efa-5043-49fc-9dec-4731f49e9063
Michael Holt,851
Doug Gillard,e1cfd005-e293-4196-af38-3a0ac0ab1dbe
TSIGOTI,c16b8dd4-3e96-4f9d-99a8-7293397a23df
Area C,8aa1b2e6-60db-4ec2-ab34-2859595fbc7a
Mudboy,219
The Wire Orchestra,290
SUX,352
Dan Friel,77947772-db1a-43dd-82a6-aa1902886f23
Bob Wiseman,d886c49d-15fe-47fb-b0bf-0ef8555d5f85
Bruce Lenkei,729c5d7a-3cfa-40ab-a76c-97bd3d5a1fec
Colin Clary,05c2cb6c-bedb-4a4e-8344-44ecfe19467d
Kristin Hersh,0b461f11-c7af-4ddb-a30e-5cb0aabb3e7f
Kevin Blechdom,018e4c4d-fe3e-4ad6-8ad2-6d42a6d752d5
Kai,2871
Robedoor,783619f0-c6d2-42e8-8f36-447e93112e79
Deano Waco,3395
Gepel,03134f58-ae01-4472-bb99-791eb2d346ea
Aelters,968dec81-e3c6-42c4-9024-9b1ba529bdf7
Nouvellas,d57d5a6c-fa48-490f-ac34-2a9038b39434
Hank,2541
Bradbury,ca57924c-3d48-4bb5-90b5-a0717e665175
Dan Melchior,45dca9ed-78cb-41f9-bb4a-4e92cb293299
Hunted Creatures,7398fdec-c6ba-4491-97c8-1bfd6a429a93
DJet,174961e4-2ccb-4c66-aa2d-d86ab244cfc5
TV Ghost,2d808397-2f72-48c7-a476-4dacf970dec8
Volatil,ca42c99e-c5de-4a6a-a3e1-90bab8884152
The Kid Daytona,aa42b651-aa87-4bf4-be99-7f51e1650e40
Siren Cult,72dc544b-bf13-4d66-b0b9-ebdd9661326b
Gary Wilson,90089f6c-419c-486d-a293-7463dc877f68
King Kong Ding Dong,180
El Jesus De Magico,31e3bbe7-44e3-49f3-a913-5308269ac309
Arastoo,fdf9ea3d-67cf-4b2d-8406-3f7118898f03
Edmondez/D'Silva,3170
Dildo,79efaf56-c249-40ab-8a61-ea5ded70cbe0
Nick Otheen,12d11dd8-e96e-4354-b213-ce454f9c8467
ABSRDST,70cf8d5e-2d03-40cb-86eb-96adf714afc6
[interrupt:Jumper],4c80418c-b565-47a7-8197-dd0df84d01a0
Ample Mammal,fcc56b88-7e59-4c4a-b40a-24491ec6321d
Jeremy Allingham,18272
Dolphin Omega,fdd1fa0a-d9bb-47ef-a074-a9d1d0d35f7d
Daniel Heikalo,25f560a7-94d7-43b3-8fea-13d38293a181
Crocodile Tears,4d1d54ea-15be-4d18-bad5-0cd22b7593a0
Aussitôt Mort,7ca295b6-b20d-4644-8870-f92522c26b0e
WHITE COYOTE,230faa57-df54-4b16-9a3d-58238cc5c91e
Tony Gage,307
Art of Empathy,9cdf0034-3e37-46ee-9cb3-e93b831d114c
D.A. Dad,18822
Jazzafari,f86629db-ef7a-40e9-a389-d0aa9038921a
Metastaz,dd635be3-35c2-42a5-b251-00d0303bd8e5
P.P. Roy,fce7352d-b833-4183-ac84-393fe902ae44
Doom,87a9283d-ae6a-42b0-97e5-a0e439a37c85
1-800-Band,d94a15ad-fb49-4732-85a2-63e19ca2c0d4
Le Matin,cf57738c-ec72-45dc-8c4c-6af770a3de5b
Milk Dick,1380d8b5-9e89-45c3-a5d4-73f7ce9bc9d0
Crank Sturgeon,f1166e1f-a709-4a40-b0c1-fb11e924cdb1
Ben Presto,460ad9a9-6bd2-4c50-8c69-4eb197bfde3f
MIT Symphony Orchestra,bfe7c830-72c6-4574-ace4-c4e1d4ff1b46
Ascetic,5cd1e1df-e450-45e5-9ed8-c80b01cca85f
Gianluca Sgalambro,20286
Ray Rude,f4e36d10-b5f4-411c-ab20-c4742f965f55
Spider Bags,c60d61c1-9ba2-42d5-a9c3-80d4af4ec3e5
Plastic Flowers,57405ccc-69d6-4602-ba36-90847ca370bf
Zena,20635
Boss Bass,8f97892c-f663-48c0-9df0-f7ab3a4d3a00
Aldaraia,f920dbb0-96bd-4763-9f7c-a0193be77cc4
Los Close,20698
TRONSLARD & PANTREL,12737
Apes on Tapes,e9c291e2-181e-4cf1-a821-4254e49bbe68
Indian Wells,f8f4a99e-ee81-4878-86cf-225707850269
Dylan Nyoukis,a44a8247-9fa2-40e1-8f58-2f210b78987b
Ben Seretan,5c791b25-499f-408d-8de1-e60243699911
Koliadnyky of Kryvorivnia,15393
UGLY CHILD,15729
Global Goon,d11ea373-77ed-46eb-96a8-b70ea633081e
enclosure,15999
Container,29e7cc8d-afca-4c61-9ab9-84293cf75499
Plates Of Cake,752cb291-3655-4ce1-99c5-626fcf3925c4
Crazy Al,16074
macabro,53fca96e-aad4-4452-be2a-c76c67b0ae3c
BICIKL,d07ca894-91a2-41c5-85d9-9036443f724a
Harmony Molina,00f05948-c992-4af7-96fc-e832e414b15b
Jermaine Riley,f7d13004-ab8f-4c1e-a2b5-8d6075f72584
The Planes,68b52912-1650-4cc4-a530-ffd77dc931c3
Wimps,73543c71-5a51-4cac-8b2e-97ed90124053
Klopenn,f0ddd482-2f15-4ff0-91e5-c7c8bff66bc9
Simon Mathewson,e4c8f501-3c76-4c81-a5c0-e50686d7c298
Valley Lodge,c5140890-8d98-4e41-8f13-cf80235c402c
Samm Bennett,1db2c854-468e-44e5-9f0b-812215b2e420
Zilmrah,76ee5688-2314-49de-91ad-eef25cf7a773
Der Christer Schytts,9324
The Dreams,a5be0c4b-7a73-4d62-9c55-d5d8b7d2482e
Anamanaguchi,e4d7cfe5-0bed-46cf-acad-ab9a4dcb7aa6
Unwoman,d9d04200-fc85-4c5f-8e0d-4b3ea4939d8f
Hiroshima,350f02cc-add7-4187-9fd4-6052b265aa1a
The Courier,c1956c6c-16a2-48a1-a9cd-f04fb97ce719
Sol Okarina,0e9b2548-f4c2-4181-8abe-f2c5abdd20c3
NNY,12625
Lessazo,133b89dc-e3e9-466f-99a3-e6c0b28d8d3d
Leslie Keffer,cc1e2ad7-790c-4bed-b6f1-6c582f95ae0c
Spookey Ruben,048f5fd9-456c-4b9a-9aed-bc579af44692
Glass Boy + Courtenay Moon (Vortex),13195
Psalters,e74ec7f9-c23e-4951-93c6-501cf0ed7d83
Me afeite la barba en los ochenta,13231
Irene Moon $ Noisettes,13149
Vpopolam,c5d4f356-46b9-47ec-b771-0f45f89595f9
Wellington Boot,13479
The Long Gones,13609
Laso Halo,13620
The Murdering Monsters,1e3c1f4d-80f3-4059-b19b-2d5afa4a8d26
Radioactive Pussy,14106
The HATE Noise,d48d3769-4904-415c-a7b0-ee3f3dabb06a
Anonymous,d6f1f34f-09b5-4e7b-8296-8d76217ca711
B-Film,20813
paulo chagas,0ce5035c-86dd-4c12-8118-1a4ea2470ecb
joão pedro viegas,ac6f96ce-cd5f-4d6c-8099-5dd562688e6b
Robin Mitchell,eece0a10-70cc-4fb4-bf2b-a7c52aeefbf9
Myndra,f1383211-005a-49d3-8f6a-a269722b4d54
Muddy Wires,21119
Lonely Kid Quentin Ensemble,21291
Steve Gunn,a0d05bb8-3ef4-4b70-8992-5da4322afc21
Big Sandy and His Fly-Rite Boys,d82c3082-a1aa-4751-b10f-019859d4669e
KZ9,21465
The Real Kids,76f18c18-58df-47f9-9274-d3368d25129a
AsolanMac,21811
Hicham Chahidi,182719a0-45d1-4c9f-b6cf-39a7286d9264
Gavin Gamboa,650199e0-f6d2-417a-9107-1aa2f83b0c02
Lamprey,7d04052d-7c5d-4848-ae2d-2696dd1f5ee6
Mirth Naarc,21977
Chafouin,68658189-46e0-47f9-955b-a5b6987c1a36
Gnawledge,806fe0f8-749c-478e-befa-16f37c4c30b1
Bisamråtta,d61ba18f-77b0-44ef-86c2-a80f30629b8f
Baffy,2b4c4e80-d88d-49a5-808f-f1ab31c887bf
Red Star Martyrs,505e8b6b-925b-4dcc-a31b-b3e9b203a074
Langax,ece1db3d-9663-4403-a3f9-191f9d8eda9f
Death Vacation,660e38e2-db77-425d-86e0-5cb5f8b63b7b
The Industrialism,09158f51-0fc6-4fc6-a3a6-ea46fcd056c6
"Laurent Avizou, GOM",23891
Карлик Йоханссон,23892
Toxic Chicken,78b1cf00-de8f-479d-b6cd-ae42ec45800b
Svitanya,18022
N3rgul4百20,24266
HOT POCKET DINGLEBERRY DISEASE,22357
Parrhesia Sound System,8b2b1deb-eacb-4a73-9206-110272ee2cd0
MegaHast3r,af2f49e9-5d42-4aa2-af62-dc2d8c244202
Andrew Sacco,23209
candlestickmaker,3f4f9138-5945-4308-a84e-2cd7e913c867
Bit Shifter,09c26e52-0e3c-451a-8a7d-34e8ce7c1062
Bombay Laughing Club,96d44f4c-4685-4d86-b052-00d0dbf6d3bd
Deloise,321a4cd3-9250-41ed-abc2-2e3c06e4bf74
Monokle,e90a52dd-030b-4c13-bef6-d214df7ba102
Muck and the Mires,c1bf5ace-3a8e-4446-9016-b6fbf461cb07
Greg Davis,8268
Another Day On Earth,8458
Brown Torpedo,18ce047f-4ce9-4916-8aad-13c12c732065
JKP,9815
Dr. Fuzz,10094
Sarah Weis,98c2d25d-ea6f-4b88-a215-86b7f99b3446
Los Negretes,0c6a36cf-da9f-46d3-baa5-58d6a044756f
HENOG le musicien,10434
Opéra Mort,8332ea91-692a-4865-8d62-d53ab83be36c
CACHETTE A BRANLETTE,a7af8c3e-318b-4d85-af8e-b7f179a6cb07
Harpoon Forever,731e19e6-3246-43d8-aed1-ee37fe227301
Dog Star Man,82775bfa-c4e2-4ab7-b935-2db616123409
Proctophobic,76e2ed51-e7e9-49d0-a6fa-dda12bf6997c
Les Cartes Postales Sonores,8922f266-8313-4380-9e13-9f0f7cf4d8f9
Bendle,30ffcaad-48c4-4060-b055-3d4b622407b4
DUDU GEVA,355004b8-0129-4958-8c4d-7592312e0cc3
No Peddlers,15392
Samoln,14160
Cells,22554
Klopka za pionira,2760f3da-b9f3-4144-b8be-c84fbb6509d3
SJ Mellia,f5b68a67-b69e-456f-9004-503444e462a3
Satanicpornocultshop,33b14bb3-6eba-48f9-a6cd-de9292755917
Post Human Era,0cbf95ed-0b5c-4cab-80ed-09d8e6e9cf12
BLOB,3522
Chandeliers,9a7dec95-ff4f-459f-b6e8-ea8e89b587d8
Double Dagger,6b35f310-3ba2-4fef-afa2-33f5cc706652
Fanatic,136
Jailberg,173
Lovely Little Girls,430e1792-0fde-43e9-b6e4-16a6c02633ee
Shawn Greenlee,262
Skraelings,266
Wankatorium,325
Los Fancy Free,5c4f512b-022a-4db3-9b04-da347b129e90
Polka Madre,1d7b0b7f-cd50-4d9b-8eb8-fedca184350a
The Feeling of Love,b05cdf50-53f3-41d3-bbb1-92f86697b0e7
The Bowmans,691c9f79-2242-4f60-83d6-59393e60c0b2
Tough Darts!,1915
Boss Hog,57648c1f-335d-4216-ba82-508b23b3bcf4
Uke of Spaces Corners,48533762-bcfb-4c8c-92a9-da0d95c8f025
Nine Inch Nails,b7ffd2af-418f-4be2-bdd1-22f8b48613da
Mafeisan,2875
Roberto Billi,2641c27d-8b2a-4735-a826-a2c2a0f408b5
Quiet Orchestra,3157
Kostas Vomvolos,3459
Giraffe,12aed76c-0a18-4d42-b452-9c312191af2a
Hank,f541bd8a-706c-4f94-9714-07e188eb6f71
Knyaz Mishkin,2efc2a91-bb7a-4252-8436-673932273f8b
Kakitsubata (Sylvie Walder + _),4588
Formula,920d58f7-a17c-4fc5-a26d-4d1531304408
Curlew,6e06d6e2-16f0-416d-b1cd-c7bbdae4d999
The Ether,4924
Amen Dunes,c926bc4a-97c9-4412-b56e-7e5844f09579
Mucca Pazza,ac1f0959-c578-4042-a947-0483df296e9e
Diablo Swing Orchestra,af723a8a-d3db-46c2-82a3-201dde8fa27f
Sikhara,e878f2f1-ea94-4a14-93f9-0dc036ecf35e
Dave Public,1889
Professor Kliq,d571e5b2-8dcd-4e72-a886-2ed3b254fe86
Nat Roe,2079
Claudio Nuñez,b5b5afdc-a758-400b-8f0b-6952d710fcda
ZONA MC,5443
Bakers At Dawn,791fd758-2d0c-4f9b-8c24-c3e10013319c
Aaron Ximm,beb55053-dc55-45e4-8ae0-94b755059fb0
Violet,4122
Andrij Orel,d40ec5d6-6534-4f8a-a67e-fc186b0d1922
Ain't No Love,058af75f-cead-4eb3-9afc-8a27075662c3
Steve Anderson,17849
soundZcapa,1648a3f0-071a-446c-987b-c9187cb7d4c6
Hi-Rez,15196
saQi,18017
Infetu,5eb0f38f-2aca-4c81-b09e-b417e7c9c1c8
Bobby Bunny,14546
ILI,10dd7e1a-df42-4605-b601-bb5caf6ddfbc
Macon Tights,3ab568c0-6ba9-470b-89ad-704be77f0be9
Krebs,12277
Town Hall,fca5baa0-c727-4b89-b338-32c37acb49c1
Snake Oil Salesmen,18824
Alien Whale,5eb0cdb6-5594-49a1-a1bc-761ad45666d0
Ultimate Painting,633a4da5-b0c8-4822-88c6-7dd0017830a8
ps,54764485-5f69-4235-b67a-368bbb1eaff6
Control-Z,b13b4162-ad52-44e5-83e1-b42bf89d4fd6
Suppression,12503
Sarin,2ea859ef-2683-49cc-8b4c-7478dec0c8bf
Guillaume Tucker,734da984-1468-47d2-8b27-3064cb00341c
Naran,11297
Romashka,b18f3fc5-fd2e-4b7c-b1c5-1942f3eeec34
Montana Skies,1e30a002-ff43-4b44-8114-6b8f0877d304
Pheasant,19835
Shodé Non,20028
Peripheral Living,20099
The Wades,4bd9c435-3b54-446a-8a33-dd0c40a8e2b4
Noise Research,9b063d4c-92ff-470d-a1d0-97ba405e3cd6
"Utopia, Ohio",20329
The Carnys,20544
Decade in Exile,12420
?Alos,0716e73c-930d-454f-8967-5c9e8da86a83
Best Friends!,14579
yan_g,18ecc104-498b-4510-9b8b-cf53605958a0
Ventre de Biche,559642a5-6af5-47c3-9eb7-6b80a4909f97
The Jon Spencer Blues Explosion,d1ab8ca8-fb9f-4e78-a422-3cd5406dc0b1
un automne à Lob-Nor,14f7b86a-8e56-4fd2-98e4-4a695ca2f43b
Gallery Six,2b7f38a2-9f50-4e74-84bb-5386a26cca73
Artist Name,023293d7-4763-4cad-9644-4c4632f916e5
Did You Just Hex Me?,15212
Obsidian Shell,58839188-1c88-42ee-9274-87677d0e6fcc
Surak,6ec2c1ca-1d3e-47c5-a286-10e14b17da69
Y:E:T,13928
Werner Fern,15461
Hell Hoarse,9755
Origami Repetika,b5b8e4ff-d8c0-4461-bc42-f034bd332092
Flex Vector,c4b1b4d1-1e99-4a53-96c9-51d1a67f2491
Unknown Artist,13409
André Pissoir,7588
Duncan Avoid,a9097292-246d-4165-8713-7f56c28efce5
Vlasta Popić,86c36c58-b4ba-4c94-84f9-2b3c19e6eb71
Ostin,15841
Pete Galub,7ed63cd6-e8d3-4204-a103-eec76c149cd7
Bliss Blood,983b93fe-d700-4843-b221-bbd58992efa7
Al Street,3e1bd546-d2a7-49cb-b38d-d70904a1d719
Nick Rivera,f7ed2c57-d39d-4929-bea0-922a84136eae
XPURM,a6f9d57b-15a8-4eaa-861a-6e48d9547958
The Moto-Gators,16714
Alterior,a6c4472d-9a6e-433f-9365-eba9db86c45a
The Mantles,b1cdb77f-e1e0-4d09-ae16-485045a32717
Dirty Beaches,ff9fe073-0ccc-481e-bcd5-bc26ce15897c
melodysheep,01b2e661-0964-44b0-81c9-fa4293df599d
Pleiades M,17401
Semyon,97e9448d-2d67-4429-b62a-3a7941621035
Honnda,a0b86ec1-e28b-49e6-9df4-04765466b90d
Miss Emma,a9450b42-5f97-46ad-9907-986c69309b54
Inefficient Screws,eca5916a-34e2-4ccf-9f1f-254f4a2eb459
Ian Linter,35ab247b-7823-4cf8-bdcc-b39ca62b1fb9
Dimenticarmi Non!,bc01f0a9-d171-40bc-a821-3f27f7bba5ed
Sycamore Drive,f632b4a2-51d9-46be-8b3a-49852b35aeec
Ten Thousand Free Men & Their Families,8e4fea9c-a7b6-4a23-9d33-ca79bf0219a3
Milch of Source,74b56f3e-7a49-4de1-b8f0-33c20dea313d
Mobster,ca631d9a-c459-49be-b7e7-4db51ea054e7
Poland,92386450-3b31-4e75-b52b-f88edad9edc8
Windom Earle,11618
Pujol,6280e233-5128-41a8-a133-3422fb72a0bb
EeL,11969
Kris Keogh,1955f342-c32e-47e3-8555-910636951bfe
Batfinks,9148
Collection of the Late Howell Bend,13131
Plaistow,158d1e42-da0b-4d30-93bc-aec984fae209
Meltdown,13314
Jigglers,13473
Antony Raijekov,094c9fe1-cba6-43d1-9eef-13126abcb652
coda,13611
Society Problem,13911
Jack Kotz,20807
Portron Portron Lopez,db6ad4e5-a191-44db-a296-33fc734f0fe4
The Bell,29e013d4-41c2-4db4-8907-6f672acda0c7
Jurica Jelić,11784397-2d60-4781-aa6d-92a445d8ca3b
Papa B Blu,21074
Dappu Ji Mirasi,21137
Pistol Jazz,21564
Zli jezici,21656
Gonzalo Varela,5219f7f6-28bb-4667-b5a9-32f8a1d5f454
Jacob Haller,c6597081-7fe9-492b-8b9e-890cd72eab3b
Optional,22052
Painful Silence,21338
Aerologic,17235
Rye Coalition,7e6b3645-2a39-403f-b82e-31cd73d691e3
Donnie Ozone,decc0d35-d9cf-4170-8cf7-c55ee878f01d
Jason Leonard,22528
godmanwho,a2018f88-e37f-4370-9e8e-230d5cecda5b
East of Borneo,10071
CrumbSnatchers,38636ed1-8d32-4721-bbf3-b23805754ab3
Titus Andronicus,d38c47f6-d9bb-4a77-aaea-df53a6616a68
Waco Brothers,b4322fe8-a43e-40a0-9728-52d6ee873bc8
Quasi,3df29542-402a-49a5-ae1f-82f936184b3b
Coven Project,682506c2-cc65-4288-9956-6b0d92a9dc73
Valentina Novales,24003
Consolidated Plastics,24076
Master Toad!,a9f73643-d253-4215-ac29-68615ace82d0
FRAIL,24092
Barefoot McCoy,d3ed0066-7a19-4c3b-9dba-680930e3bd3a
Art Gray Noizz Quintet,b9c0887e-3ed2-4bb4-abc7-a65c640bf6ba
Son Little,4bbcd67e-c6f5-43f3-ac66-9ffa8552d9f2
red kite,24350
dioxadol borges,22593
The Dirty Moogs,22789
Total E.T.,ccd97809-0728-4cc1-99df-3300eb0155ca
This Mess Is Mine,ed52bc32-468d-4127-ab1e-f768b9753d8a
Zerodent,1aae31a3-0ae2-4ddc-8408-3389cddabb5a
The Dingees,09664c7f-4eb4-4464-b7f1-3b6a9cd6b756
Olga Scotland,e61dec55-7642-4a13-8c56-0531a935fbf8
Rot Shit,6110
Xerak,9a066120-5f14-4c75-833d-1e11e5b76081
Steadman,cde5228d-8d6d-48a6-8d60-2c9968fa90ff
Sakee Sed,b4785d1a-199b-40c5-b388-7b67b6429881
comment on y va,7282
Cheapmachines,4a41a782-a5bc-4ff6-a081-c81059005584
.RR,7414
Galun,fc8bb8f7-1d84-4ffb-82e6-ab3b5519e10d
Fidel Cutstro,acde4f12-1ed2-43b1-b14a-5021b5600bd6
Lady Data,8b4bd421-aabc-4231-b6ef-b396b3b9a0b2
Panda Paranoico,b30de0fd-f39a-434b-bea6-220fe7d5e4a4
Bernd Burnson,8fb21ac9-a5d5-4d34-bd45-d5673df9772e
Not From This World,8467
Dan Plaza,8499
Procedure Club,3639a279-8867-4c49-b957-63039753ac19
Miguel Uza,8723
La Fanfare de la Fatalité,8f7225e9-9aca-42ae-b620-a80712648c80
Henry Hynes,9006
Batfinks,61e44725-4387-4fb1-acc0-b96ab570e154
Dr. Phibes & The Ten Plagues of Egypt,cf567a89-d9fd-41fb-a0f2-121eea0b2ec8
Liam Stewart,dc6149c2-7b75-45ba-8c74-5ee954b20da7
Sibirskaya Vechora,9293
Kingface,e4610c7d-7f6b-4571-a458-0089f429b6eb
Mac 68K,9539
La Ligne Claire,9813
Jason Kaneshiro,10010
Goines Ma Non Troppo,7564
Riasne 2000,7851
JTPE,e09f1030-de66-4f02-ad74-b56083785b99
Christian Cummings,26e6211b-c78d-49b8-b78b-0f3eaf51097c
Colombey,77a046e2-ecbb-457c-b753-5249c0336dc7
Tartine de Clous,65d263f9-ec6a-4688-a194-0fc86f02b44a
Kiko C. Esseiva,7b7c886f-8732-4cc7-9a0e-9d1635cf6aae
When We Live,6f13fca5-935c-40a4-92cb-5a467e5ad021
Mark E. Kaylor,18d8602c-39aa-4125-87f0-2edc6d3e6b0c
Josef Nadek,ee535114-2ee9-4a26-a5de-5c1538d5ea35
Zacarias Malden,c8270360-1326-4d2b-8836-a11de86610b3
Brian Wilson Shock Treatment,d61172cb-f41a-47a5-8e57-50fc90ba09a4
Party People in a Can,9204
Thee Irma & Louise,523256a1-7c60-423d-866b-d30e95c0d8e8
Vegaenduro,759660b3-e8fa-4c8c-9d09-53a361741a0e
Erick Gallun,26015c1a-02d5-4522-b04c-2356407cfc21
TALUGUNG,4da35241-7eb4-4748-9f3a-b8e8067b86f2
Cockmasta Flex,21462
Richie Dagger's Crime,8cb15ed8-be7e-4cbd-a76d-7ecfd8a85c13
Mark Neil,64531039-3076-4289-b1d9-07aa087f4c6b
Byron G. Harlan,52bee53c-a2cd-4ea0-b806-262dd8dc2f92
Katapulto,4cea7c1f-c1f5-4fd8-9a06-f3bab48e323e
AWOL,1
Minmae,15b7bd6f-c4af-48e8-92ce-05b7ce26cdcd
Mudboy,87b2fe32-cfc1-438e-9963-f1fe715b6b9e
Weather (from Chicago),327
Bolmongani,5e5fee4a-1e0f-40d6-8b08-301f6572dd3e
Dead Moon,4866af3e-7586-403e-bea4-f27bcbcadbb6
Mod Fun,32be1a65-62da-463c-9a28-cdb320f47bae
We Are the Arm,1385
New Bomb Turks,013d71e5-ecb2-486a-bd82-6e7d9129acfc
Rose For Bohdan,8484832f-4c74-4bde-9109-52ddf59cc011
BrokeMC,1953
Dinowalrus,e548c89b-8d85-40ca-97d3-fd432e8847cf
Future Islands,74963434-dcb6-4b14-98cc-99873b06db66
Superhumanoids,092dbc47-6d55-4270-85c1-7ab2c4f2661d
Proviant Audio,1a50ac0a-f8ef-467b-b10e-f2be4dd84c88
Justice Yeldham,b976deb4-8794-4af0-a311-4ab310ce420c
The Magic Carpathians,ac582f58-cf2a-4a7a-8d94-f539518c56a6
Tha Connection,918db63c-700b-46a1-a3bf-56b1b23b57d1
Sea Monster,8aaff637-6245-44f9-af4c-8b7dd30cc3ee
Smegma,2150e0eb-46f6-4108-918a-f3f32bf5b07f
Hanns Ahring,46515511-149e-419c-adeb-7fa0d9c5d99f
Jean Quist,0dce4ecb-93ff-471f-a3f0-008c3bb40783
Maren Schram,bec341cd-52b4-4ac3-8e21-3e1fe8e93d84
1.6 Band,e3b548df-c063-4603-bac1-1b01fcf84ef2
Pigeons & The Insane Porridgemakers,a295ace5-e479-4d82-8ac9-ff006a6fee2d
Al Jolson,5611a8e8-1521-4919-a531-2689bbb57ce4
The Mint Chicks,2bb34099-cf61-4f22-987f-60449df033c6
Orquestra Popular De Paio Pires,5202
Pistolera,29369090-ee31-404d-ac28-eef713630328
staRpauSe,23269e6a-57c5-44be-bd74-438bd4790072
Matt Bauer,8dbca54a-8dc6-41cd-a525-20360d7b947e
Talk Normal,7339b6e3-de82-4b9d-980f-0c93a43c2167
Evgeny Grinko,ccab448f-b78c-435c-8943-69c90716bedc
Sore & Steal,bccb7bfe-fd79-4db0-ae6d-212bdafd4aac
krackatoa,13830
Jarrod Fowler,1245030b-6a15-4f97-84f7-e4a5ec8a245d
[unknown],125ec42a-7229-4250-afc5-e057484327fe
Love Story In Blood Red,1516
Aortha,8e4bc32c-19f2-4b3f-a827-2369659b0091
Inox Kapell,29dc0fb8-8b8a-482e-8a65-c78ab6ef265b
New Air,88ef68a7-85c6-4618-8c75-4494fd04c661
Big Ups,e011e4dc-2f42-4493-bd08-986376043db4
Atlantic Thrills,2787b46f-6645-45f2-bc96-2916e6cfa985
Lucas Perný,17147
MUTATE,10531
Illl,92c277b5-0004-4b67-a6af-6e2e5031faef
Adolina,18753
Styptic,5ee69aa7-efed-4176-b13c-83fedec7a602
The Fat,5fc8abf8-3924-4cd0-aa3a-e89495b27eb9
Penetración Cósmica,7202
ombrelli sciolti,19066
Mirbeau,19092
Pankifared,572a6d9b-4503-4082-9d21-29acfe3603ae
[Yahuy-Che-Kabah],18941
Neighborhood Cults,19136
Csum and Tobetozero,19173
Fog Lake,927cd7e5-ccec-418d-997f-c5e7edbdb51c
Supercontinents,19405
BABY59,19615
Deftechnixks,19703
The Willing,e1dda0b8-a244-44ff-90e0-a489bb44c82d
King Vulture,19836
Luciana Bass,349d9dc5-8fc4-4db3-91c0-c44cb52815d2
Tim Cosner,20079
Jess Lemont,20098
Beef Humper,d21e9a0f-b744-435c-8198-788e454e2c3b
kamila kostur,6028
Heftone Banjo Orchestra,20279
Cuarto,20285
Alialujah Choir,bdf2afe4-6034-4d3f-9b92-2ad87a2e4282
Guili Guili Goulag,0d0226a0-7c8d-4f88-9f09-e9222a1e0f70
Son Altesse Furieuse,20629
The Use,aabf7a9d-9ca2-415f-9345-c078572c6bfe
Graham Bole,20714
Alexandre Bateiras,14495
Life In A Blender,bce2b813-eb04-45e0-866e-150685eeb2e0
Monopole,30d8b100-91c4-4f20-801d-d33d64bb0101
LE CLUB DES CHATS,de781135-4246-4f31-b6f2-3bd3d1c612fe
Howie Mitchell & Ruth Meyer,14740
Nummer Da Luminous,14074
Charles Rice Goff III,be6abf58-bb9b-404b-a93b-e78a5743461a
Bleak House,15507
