rank,author,total_books,books3_books,libgen_books,public_domain,affected_by,sued_over
296,Daniel Kahneman,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
297,David Gelernter,7,2,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
298,David Irving (director),7,1,6,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
299,David Rakoff,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
300,David Rosen (rabbi),7,1,6,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
301,Elfriede Jelinek,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
302,Emma Goldman,7,4,3,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
303,Eve Ensler,7,6,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
304,Frances Fox Piven,7,2,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
305,Jacob Bronowski,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
306,James Altucher,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
307,James Howard Kunstler,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
308,John Gottman,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
309,John Hollander,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
310,Jordan Sonnenblick,7,6,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
311,Judith Viorst,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
312,Kenneth Goldsmith,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
313,Lee Gutkind,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
314,Lionel Davidson,7,6,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
315,Louise Glück,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
316,Mark Leyner,7,7,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
317,Martha Rose Shulman,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
318,Marvin Harris,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
319,Maxine Kumin,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
320,Michael Ross (screenwriter),7,2,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
321,Natalia Ginzburg,7,7,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
322,Natalie Goldberg,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
323,Paul Bloom (psychologist),7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
324,Paul Stanley,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
325,Peter Drucker,7,2,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
326,Peter Martin (author),7,0,7,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
327,Philip Dray,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
328,Phillip Lopate,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
329,Reggie Nadelson,7,6,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
330,Robert Gottlieb,7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
331,Sheryl Sandberg,7,5,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
332,Shmuley Boteach,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
333,Stephen J. Dubner,7,2,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
334,Stephen Levine (author),7,3,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
335,Winona LaDuke,7,4,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
336,Alan Menken,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
337,Alexander Lowen,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
338,Alfred Döblin,6,5,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
339,Alix Kates Shulman,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
340,Amy Webb,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
341,Andy Stanton,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
342,Anita Diamant,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
343,Ayelet Waldman,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
344,Brian Michael Bendis,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
345,Carl Dennis,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
346,Carol Gilligan,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
347,Clark Howard,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
348,Daniel Mark Epstein,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
349,Daniel Mendelsohn,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
350,Daniel Pinchbeck,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
351,Daniel Stern (writer),6,3,3,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
352,David Benioff,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
353,David Brooks (commentator),6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
354,David E. Sanger,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
355,David K. Shipler,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
356,David Leavitt,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
357,David Lubar,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
358,David Rose (songwriter),6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
359,David Rothkopf,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
360,Diane Ravitch,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
361,Donald Margulies,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
362,Edna Ferber,6,4,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
363,Elaine Showalter,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
364,Elinor Ostrom,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
365,Elizabeth Kolbert,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
366,Gabriel Kolko,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
367,Gina Kolata,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
368,Grace Paley,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
369,Hallie Ephron,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
370,Harold Brodkey,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
371,Harry Freedman (rabbi),6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
372,Howard Bloom,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
373,Irving Finkel,6,1,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
374,Jack Dann,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
375,Jay Asher,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
376,Jerry Stahl,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
377,Jesse Kellerman,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
378,Jonathan Tropper,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
379,Joseph Stiglitz,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
380,Joshua Foer,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
381,Joshua Muravchik,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
382,Karl Kraus (writer),6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
383,Laura Kipnis,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
384,Lesley Hazleton,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
385,Mark Katz (speechwriter),6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
386,Max Horkheimer,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
387,Michael Eigen,6,0,6,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
388,Miri Rubin,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
389,Molly Crabapple,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
390,Naomi Wolf,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
391,Nathan Glazer,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
392,Nathanael West,6,5,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
393,Neil Simon,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
394,Nelson Algren,6,6,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
395,Paul Goodman,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
396,Paul Krassner,6,1,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
397,Peter Bogdanovich,6,2,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
398,Peter S. Beagle,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
399,Rebecca Walker,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
400,Renata Adler,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
401,Richard Brooks,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
402,Richard Grossinger,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
403,Robert Kagan,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
404,Sarah Schulman,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
405,Sasha Abramsky,6,4,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
406,Tony Schwartz (writer),6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
407,Vilém Flusser,6,1,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
408,Walter Lippmann,6,0,6,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
409,Yehuda Berg,6,3,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
410,Abraham Joshua Heschel,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
411,Adele Berlin,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
412,Aimee Bender,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
413,Al Franken,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
414,Alan Gratz,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
415,Amy Krouse Rosenthal,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
416,Amy Wallace,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
417,Andrew Zimmern,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
418,Ann Druyan,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
419,Anna David (journalist),5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
420,Anne Fadiman,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
421,Atina Grossmann,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
422,Avi Shlaim,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
423,Avital Ronell,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
424,Belva Plain,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
425,Bruce Ackerman,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
426,Chaim Potok,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
427,Chava Rosenfarb,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
428,Chelsea Handler,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
429,Claudia Goldin,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
430,Clifford Irving,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
431,Dani Shapiro,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
432,Daniel Bell,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
433,David Bernstein (activist),5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
434,David Goodis,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
435,David Jacobs (writer),5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
436,David Mann (songwriter),5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
437,David Marcus (writer),5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
438,David Rosenberg (poet),5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
439,Dorothy Parker,5,3,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
440,Elizabeth Wurtzel,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
441,Erin Foster,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
442,Esther Friesner,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
443,Felix Salten,5,5,0,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
444,Franklin Foer,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
445,Franz Rosenzweig,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
446,Frederick Busch,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
447,Giorgio Bassani,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
448,Haim Watzman,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
449,Harold Weisberg,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
450,Heinrich Heine,5,3,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
451,Hillel Halkin,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
452,Imre Kertész,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
453,Irving Singer,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
454,Ivan Klíma,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
455,Jeremy Silman,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
456,Joan Nathan,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
457,John Broome (writer),5,1,4,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
458,Jonathan Safran Foer,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
459,Joseph Telushkin,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
460,Karl Taro Greenfeld,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
461,Kati Marton,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
462,Larry King,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
463,Laura Schlessinger,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
464,Margret Rey,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
465,Martin Greenberg (poet),5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
466,Max Blumenthal,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
467,Maxim D. Shrayer,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
468,Medea Benjamin,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
469,Meg Rosoff,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
470,Michael Fishbane,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
471,Michael Malice,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
472,Mollie Katzen,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
473,Nathalie Sarraute,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
474,Nathan Englander,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
475,Nicholas Meyer,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
476,Nicole Krauss,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
477,Noah Gordon (novelist),5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
478,Paul R. Ehrlich,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
479,Pauline Kael,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
480,Rachel Simmons,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
481,Richard Foreman,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
482,Robert Bloch,5,3,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
483,Robert L. Hilliard,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
484,Robert Maxwell (songwriter),5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
485,Roman Frydman,5,0,5,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
486,Ron Suskind,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
487,Ruth Bader Ginsburg,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
488,Ruth Gruber,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
489,Sarah Rose,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
490,Stanley Coren,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
491,Stephen Schwartz,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
492,Susan Choi,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
493,Susan Faludi,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
494,Sylvia Boorstein,5,3,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
495,Thomas Szasz,5,1,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
496,Todd Gitlin,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
497,Tori Spelling,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
498,Vera Caspary,5,5,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
499,Walter Block,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
500,Wayne Koestenbaum,5,4,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
501,William B. Helmreich,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
502,Woody Allen,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
503,Yuval Levin,5,2,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
504,Adina Hoffman,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
505,Alan Cheuse,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
506,Alan Greenspan,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
507,Alan Lew,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
508,Alan Weisman,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
509,Albert E. Kahn,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
510,Alexander Altmann,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
511,Alexander Berkman,4,2,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
512,Alexei Sayle,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
513,Alissa Quart,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
514,Alvin Schwartz (comics),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
515,Amy Alkon,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
516,Andy Cohen,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
517,Anya Kamenetz,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
518,Arthur Green,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
519,Arthur Phillips,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
520,Ashley Montagu,4,0,4,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
521,Barney Frank,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
522,Becky Albertalli,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
523,Benjamin M. Friedman,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
524,Boris Fishman,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
525,Boris Pasternak,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
526,Bruce Jay Friedman,4,3,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
527,Charles Fox (composer),4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
528,Dan Abrams,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
529,Dana Schwartz,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
530,Daniel Ellsberg,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
531,Daniel Katz (writer),4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
532,Daniel Stein (rabbi),4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
533,Danielle Ofri,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
534,David Berger (historian),4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
535,David Frum,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
536,David Goodstein,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
537,David Hoffman (rabbi),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
538,David Rieff,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
539,Deborah Eisenberg,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
540,Edward S. Herman,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
541,Elizabeth Levy,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
542,Elliot N. Dorff,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
543,Eric Lee (labor organizer),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
544,Ernest Becker,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
545,Esther David,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
546,Evelyn Fox Keller,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
547,Francine Shapiro,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
548,Fred Waitzkin,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
549,Frederic Morton,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
550,Gerald Sorin,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
551,Gerald Stern,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
552,Gil Marks,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
553,Graham Moore (writer),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
554,Halley Feiffer,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
555,Hanna Rosin,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
556,Harry Bernstein,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
557,Harry Lorayne,4,2,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
558,Henry Winkler,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
559,Howard Schultz,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
560,Ismar Schorsch,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
561,Jake Tapper,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
562,Jay Michaelson,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
563,Jeremi Suri,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
564,Jesse Eisenberg,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
565,Joan Rivers,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
566,Joel Derfner,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
567,John Nathan,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
568,Jon Robin Baitz,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
569,Jon Winokur,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
570,Jonathan Weiner,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
571,Judith Levine,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
572,Judith Warner,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
573,Julius Fast,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
574,Justin Kaplan,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
575,Keith Ablow,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
576,Keith Gessen,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
577,Keith Thomas (director),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
578,Kevin Coval,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
579,Larry Kramer,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
580,Laurie Wolf,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
581,Leah Leneman,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
582,Leo Perutz,4,3,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
583,Leonard Bernstein,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
584,Lev Shestov,4,1,3,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
585,Linda Gordon,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
586,Lisa Kron,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
587,Lori Gottlieb,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
588,Lou Reed,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
589,Marc Tyler Nobleman,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
590,Maria Konnikova,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
591,Marilyn Hacker,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
