name,mbid
Black Sea Hotel,48ba29ee-236d-4df8-b0f7-d1293ff0f9cf
Wehwalt,9e2dbc5c-05bd-4aed-9652-84012fc63708
CKZ,179cc9b7-fd89-4bbe-a0da-52fa38a14c5c
Coldnoise,9d053066-8fcf-49dd-bb1c-7c9b90953dd5
Los Margaritos,18727791-1705-4b61-8b54-0bce7939b5fc
Fake Cats Project,bad3b6ba-47d0-4429-8561-2260df8ce151
Advent Chamber Orchestra,640b515f-93f7-4b64-9289-41e1d55e6b13
Orbique,1f7054fd-5ab4-44d2-9d83-9a0d58cb9013
Best Friends!,2e6ec065-a9ef-478c-b0ca-f6e38773f3ef
Ending Satellites,2ba474ea-3bf6-4cbe-be65-847315d828dc
The Spectacular Fantastic,ae715b82-9e05-44f5-8aa9-0d28596f89a7
Voyageurs,05d27e20-2405-4952-9069-165d4cbb060e
Dublin Duck Dispensary,784dc158-9572-494d-a110-493e4cd14191
Ben von Wildenhaus,5e7f0435-963c-4cd5-bb40-ff2952779d6e
Pompey,13757
Greg Atkinson,692b61ee-7044-4678-9de3-d55bfaa80208
Fatal Injection,027a0421-b544-47df-a7af-1335a34dde4a
Sláinte,680e6095-68b0-43c0-99fc-5baa29debf4a
The HATE Noise and Anonymous,9954
Ylmoy 8,10461
Kirk Pearson and BIT,34397a79-d9eb-4600-b2c7-01b19ce14253
epsilon not,dba9566e-cca4-47f1-95f9-8754d394383d
Richard There,6a3bda71-799c-4e25-afc9-8495889e1aef
Tracky Birthday,e104bd8f-0152-4f5e-b696-1b646794f577
Farmer's Boulevard,53c809d4-5ada-4463-95ae-e3cb95488e94
Brian Joseph Davis,8af7565d-f3cb-4ac0-8309-2e54b70e5d8c
Fat Worm of Error,ee34fa85-6fba-4c87-bb7d-222dea43e464
Hayvanlar Alemi,93d16c36-727d-46ef-954b-5c32664e69ed
Meanwhileproject.ltd,7cd13942-03fb-42f1-aa1d-838e36296b19
6th Sense & Mick Boogie,3094
Animals & Men,cc3470a9-fe57-4238-8385-c61cdc10d7df
Frame,11574
REW<<,85421b29-cafc-41c7-963e-fe224f357e82
Uncle Neptune,7398
Stormhat,e5bda2d0-49d2-4e61-a723-d0286f4e042b
Cloudjumper,19056
4donotuse,15821
M-Pex,aade0940-c50f-438f-8e66-6359e4879194
Vitamin Pets,f90d03af-fce8-416b-bf66-8a91b7e9d93e
Russ Huddleston,c88dd041-0da5-41a5-b997-91d76f7a99ba
Night Birds,c7a4d766-6bc7-4766-b86e-35e8d8e3fa43
iot,11138
Paneye,f5e4485a-9ddb-401a-a64c-19c08f50230e
Kimiko Ishizaka,13715
PC Noise & Pedicure Records,20873
Mystery Mammal,98d525e0-06ef-4336-b199-f2ff94d79620
BVBEL,23824
The Zombie Dandies,32698bf3-4eab-4897-b369-102652358eee
Black Ant,84ce1fb0-c521-4929-96e6-747ed5302e74
Bacalao,b5ee58b5-17e8-4c58-94fc-221875399590
Zoo,f92fa0b8-1f9a-4a55-8fbf-3fca7590a41f
Gogofski,51a9c0ec-dea8-450d-8f71-72de8d1b3e37
Чокнутый Пропеллер,d259803d-3236-4859-87b1-d887476fcc6c
Trokai,16607
Daily Khaos delivery,19901
Ak'chamel,64919cea-0c60-44aa-9f43-4b686723ce78
Gurdonark,d10616a5-ac88-4f2d-af05-cfa8209d0087
Adam Selzer,e5fcf98d-b75c-4cfb-8827-0a52778725e1
DJ Harrison,411b5c5b-5432-4789-8160-6921c7cf6bcb
SANMI,13540
Blanche Blanche Blanche,b9bf2eda-4088-49ec-bf00-f3164ded9f1e
BoxCat Games,21dd4e7f-a5c6-4528-b64b-fb11c707fef4
Kingstux,6c04b91d-e0c6-47da-be99-7c4043824b60
Spectral Mystics,9436
William Hellfire,13228
Jeff Eliassen,13574
ps,13576
Das Kabinett,21231
Mise,22645
Humanfobia,97773419-3ede-47aa-860e-4b243f2b9205
¡para!helion,7578
Spinnaface,9292
Bullroarer,f76e7629-d0ae-4655-b347-971225af59f6
Undress Béton,ebfe92d8-32be-42a4-8d1e-a0ff5da4c0cb
Trance And The Arcade,42e05ca9-130a-4391-b729-0a6bb94b6036
Launay,3b0a8bdd-06be-4b98-9f9f-16b69d182db2
Spitfire Parade,a23bfb28-0e39-4a9f-9652-b6ac9408b1b5
Argumentix,b3b74797-1c66-4e47-a3d8-eed2256e1fa2
Brother JT,5f2fc238-7227-4676-9f48-f45e887a51ae
Gen Ken Montgomery,9fe4a38e-8f13-406f-8e60-8c077c27134f
Sagan,c98426ce-5f63-4240-8dcd-3a5b169979d8
Rotor Perdition,04f8d748-8b54-4d0c-bbf4-9fd682de2c00
dj smallcock,4268e05d-0c5f-478c-a70e-a86be8a934c4
Bermuda Triangles,3f1f3c8e-cf62-4305-bf29-c7a1e4ec47a4
Crab Smasher,7c644914-83f0-4079-a2a3-4ab5f57a7b71
-,13538
The Freak Fandango Orchestra,2a606804-510a-4728-899c-a9419adb82b9
reid karris,a137441d-e5d2-442e-9fb1-97aa5ff1e914
Jack Hertz,fa5f7e9e-5667-4771-8a05-f1e8c31386e7
Audiobinger,2e17d5d4-bd28-45a5-b601-3fce92ba12d8
Slackwaves,13197
Senyawa,ba54a312-7e90-4751-8284-4f32ea54a4fe
Small Colin,66fb7e8b-3a42-4882-a0db-10dde972eaa6
Paul and the Stretch,17805
Nheap,cf0a39af-59d6-4be5-82a1-dffd962ca7fe
Rubber O Cement And James Twig Harper,12904
springtide,4b03534a-6b88-47c5-88f8-34ce2055e85e
Maxim Kornyshev,451595e7-fe6c-4138-be31-8fe552f613b9
Gardenella,12953
Noidboy,6944
T3r4t0m4,22486
Neuroleptic Trio,8670
Min-Y-Llan,761da00d-0e52-4375-ab14-ba3205dcfdc2
Pierlo,f0308bae-f66f-4bfb-b044-4eb69bc486ea
Mr. Bitterness And The Guilty Pleasures,4388cb78-6e56-4c0b-8aa5-983259cc2554
Quint Baker,b5ae1814-580c-4dda-a229-97d549c6db45
Billy Murray,6116bd4a-1e7a-4e76-9b59-0b23a2887b01
Hank IV,ac67cf84-c526-4884-b776-7ed184dab57a
Bob Ostertag,9a4285b7-b793-42cd-a9b8-ff4aa16c5682
Arrington de Dionyso,2265
The Rabbits,21e63f91-960b-4cf4-8fae-20bac839c579
Angels in America,8b0010bd-fddf-488c-bc19-ae9996751d3e
Big City Orchestra,44db62b4-8572-43cf-8ea2-6492c91b4db9
Crash Normal,529b0abb-32a7-4252-88cd-1dc005b30333
Ultrabunny,679b62a8-a6a2-462f-b2b4-b11611db9c37
INFECTICIDE,16768f54-ed97-4117-958a-8cf92f8000e5
Roulet,f4eebb84-e067-4bf9-840b-4760266e6dc8
Lucas Perný & Miloslav Kollar,18181
Anton Mobin,d8c800e0-e1ca-41e0-b1f9-d56a359fc91d
David Mumford,20475
Clorofila Azul,3ad203da-08f3-424d-9514-6b13a1ba2ac6
Azevedo Silva,6cdb63dd-d261-40e5-96bb-67d9d4695d9c
Robo,64a8444d-dd5b-4ae3-a42e-73bd90e6793e
EARTH-ENEMY,15404
Chuzausen,9a5eba85-6beb-4f40-9612-722c085be4a2
Uniform Motion,f373cce0-519c-4c90-98dc-91da895a82bb
Stephan Siebert,c6f188c2-bceb-425f-8bf3-e8eaea1c0923
The Joy Drops,20819
Gabriel Pereira Spurr,9dedbaff-e0f8-4a50-a6ff-8bc0c13437e4
Jeremy Gluck,3b6040e1-efa6-4086-bb0a-2b637c60ada5
Achievements,21315
Simon Waldram,20350
Rock Monsieur,7317
Axial,8b5c138d-af9c-4bda-9370-85daae461777
Pornophonik,e97cc665-e5c7-4f70-96b6-3d897129a4f9
Jani Hirvonen,ef84a960-bd56-44fe-b285-3753488691d2
Titus 12,9960c5df-10c1-4b22-8243-0c1de6db6a51
Tonstartssbandht,3f6e6624-5389-4cac-bda4-87f5d7aaa4d6
Bronhard/Going/Public,92
Ethan Persoff,ce9d9837-6d7f-4294-bc69-c8f02f763ba1
Mink Lungs,268ff35a-569f-4974-835c-fdefa7d9b229
Steve Wynn,5eb64fa9-5231-4a9b-8742-e72c2d185519
Mondo Topless,1bd6e89e-8989-4b18-82b3-426f6334ffd0
Volvox,a491224e-6db8-441d-8e18-7058407f6188
Nick Jaina,329173b0-a27e-4ce1-8ada-0ff863a7c445
Marlo Eggplant,9cbcb796-1071-4466-b467-a46048348572
Stefano Roncarolo,8a2ad6c6-3526-4982-94ca-c02bc98f21bb
Uncle Woody Sullender,f437c953-cd90-484c-96d0-487383283f3f
Sawako,28dcd46c-0bd1-4787-8487-a43e7e13b233
Andy G. Cohen,5fb3b2c0-c245-4181-ac00-a6a101168568
Čopor,5c28b79d-ff53-45ff-ba1a-92db4ca6f526
Mark Castle,1bd36b09-9894-41a7-a2d0-375d652288dd
Lyndon Scarfe,8a86482c-043d-4b7b-9a72-6ef5ff207165
Hi-Rez,ffd5250b-9cdc-4baf-9714-800dbf7ab6ff
Megatone,17128
Lazer Boy,3daf5111-e830-4c95-92e0-46f494188140
Pixyblink,770fd220-dbac-4ea9-a883-2d3e95170851
How How,431be8c4-f8c5-4e0d-8aa1-47e06e563500
Trans Atlantic Rage/Balogh,14425
A Ninja Slob Drew Me,9de1badf-41d2-4875-80b1-5d85adceac28
Miquel Parera Jaques,13913
Mršavi Pas,11442
Colin L. Orchestra,10192
Jan Morgenstern,6938a39c-c984-4ae4-ae39-ad372519e809
Inside the Mind,2a281c08-1611-4945-950c-026e1f42f930
(morse),16860
Jeremy Macachor,5daf8096-08d6-4b83-94fe-65da2febd765
The Valleys,aeb57240-ceed-482c-af10-2a2b02337164
Let Me Crazy,a8033dbb-8f69-44b5-9c41-54e857012d3b
Mike Viola,3b857281-9d2d-4739-8bfe-305386ce8b7a
Carly Ptak,a77bb6c6-1841-4118-8b3d-57fd80a3355b
pat moonchy,8563b751-0180-4a72-b7d0-53900602466f
Nafta,10121
Punk Rock Opera,22128
Ryan Cullinane,23539
J Hacha de Zola,22652
Dora'li,6073
Tiny Creatures,6774
Chapelle 59,67512f0d-893f-472a-bb81-781e8b9f31d9
Three Chain Links,c5f7556e-c3d9-4c4e-9160-11c79116cab1
Good Old Neon,e6d369f2-9dd9-42e9-8217-6dca1e698f95
Joey Ripps,a9749e6b-bc5f-4528-be87-ca6afc6d7b82
Justice Yeldham,2240
New Waver,1f705d85-fe76-4f75-bcae-45aad4fe4c38
Spheriot,8bb9ba57-224c-4590-abb4-bfd8bc68b07a
Sminky,fee304b1-718a-46eb-baec-2d13b2234ca0
The Decapitated Hed,3640
Kania Tieffer,e0da7745-7caa-4be4-bb60-e1a7daca5347
dustmotes,e9a3af8d-426e-4557-b6b1-a2f85250e6f1
Egg Nebula,bd35e2b2-7966-4616-947f-9eef96dd783f
Astma,9622
Strong Suit,16815
Cletus Got Shot,f07a68b3-e4a7-4463-8235-bbd58a6d0be9
Nightech,e1bcb11f-d9f9-45f1-990f-16d4ce2cc069
My Own Cubic Stone,3d75ff2b-c571-41db-8641-294d3668f4b5
Shamil Elvenheim,13531
Juan Antonio Nieto,f8e938f0-28d0-40ba-adcb-6c9cfd7a304c
Visciera,481e8f4e-fb74-4ba5-9e5f-a105dcd2d2a0
Church of When the Shit Hits the Fan,ebe120c4-cb4b-40c3-b8be-06d60a29f064
The Hussy,56cd2ce3-fdff-4d88-ba6b-ac2ca18971fc
Assif Tsahar,ea17dbfc-f53d-4c3e-b96f-455b901b55c5
Golden Hits,9ea9cc93-e3c4-4d8c-8767-f95ff806d411
The Mugris,5d2eecfa-0d56-43cc-bd83-eca0d0bd90b4
Mister Drey,21310
Rest You Sleeping Giant,2f977421-74e5-400d-9d02-ed7fb036b3ea
Kοκκαλα,21488
Vicnet,94286482-b1da-401c-9a6e-39ebddd24974
KieLoBot,22616
Mported Flows,f57a4abf-a85c-4ed7-b764-7f51ac0b530b
Régis Turner,3cb797a1-00af-461e-bf0c-b5eca00dd586
Olelé Brut,df2639fb-1d32-4981-a7a6-acffe3de2dc7
Mombojó,969e51a2-4982-4c95-b365-eab8100f8b7a
